WEEK;DATE_IDS;MONTH;YEAR;START_DATE;MID_DATE;END_DATE;N_DEATH;T_MIN_WMEAN;T_MEAN_WMEAN;T_MAX_WMEAN;HMDX_MIN_WMEAN;HMDX_MEAN_WMEAN;HMDX_MAX_WMEAN;TDEW_MEAN_WMEAN;WDCHL_MEAN_WMEAN;RELH_MEAN_WMEAN;PRES_MEAN_WMEAN;WDSPD_MEAN_WMEAN;PRCIP_SUM_WSUM;VISB_MEAN_WMEAN;TREND_MONTH;TREND_CSPLINE;EXTRAPOLATED;TREND_USPLINE;TREND_POLY;OM_MONTH;OM_CSPLINE;OM_USPLINE;OM_POLY
9;217;2;2014;2014-02-23;2014-02-26;2014-03-01;377;-12,4;-9,34;-6,34;;;;-15,9;-16,9;60,03;100,76;14,97;1,47;26,4;377,463414634146;362,977805839365;"";374,860309407295;370,780586697015;-0,5;14;2,1;6,2
9;270;3;2015;2015-03-01;2015-03-04;2015-03-07;434;-13,11;-7,69;-3,18;;;;-14,06;-14,25;61,92;101,44;13,83;4;24,56;361,886363636364;392,808476888517;"";374,860309407295;370,780586697015;72,1;41,2;59,1;63,2
9;322;3;2016;2016-02-28;2016-03-02;2016-03-05;396;-13,7;-8,85;-4,46;;;;-13,98;-15,9;68,08;100,95;13,76;18,67;24,23;361,886363636364;364,971947512006;"";374,860309407295;370,780586697015;34,1;31;21,1;25,2
9;374;3;2017;2017-02-26;2017-03-01;2017-03-04;357;-6,92;-3,48;0,91;;;;-9,17;-20,46;66,22;101,02;15,83;14,4;26,97;361,886363636364;392,910656425841;"";374,860309407295;370,780586697015;-4,9;-35,9;-17,9;-13,8
9;426;2;2018;2018-02-25;2018-02-28;2018-03-03;410;-1,13;1,79;4,65;;;;-2,8;;72,84;101,1;14,49;7,07;27,15;377,463414634146;405,763680089555;"";374,860309407295;370,780586697015;32,5;4,2;35,1;39,2
9;478;2;2019;2019-02-24;2019-02-27;2019-03-02;371;-13,91;-9,08;-4,86;;;;-15,2;-16,84;62,23;101,25;14,43;15,23;26,74;377,463414634146;378,955813110595;"";374,860309407295;370,780586697015;-6,5;-8;-3,9;0,2
9;530;2;2020;2020-02-23;2020-02-26;2020-02-29;410;-4,93;-1,78;1,04;;;;-6,81;-15,82;69,71;100,39;14,56;19,5;22,6;377,463414634146;374,860309407295;Extrapolated;374,860309407295;370,780586697015;32,5;35,1;35,1;39,2
9;583;3;2021;2021-02-28;2021-03-03;2021-03-06;350;-10,9;-6;-2,24;;;;-12,84;-14,95;59,89;100,71;17,42;8,6;28,9;361,886363636364;374,860309407295;Extrapolated;374,860309407295;370,780586697015;-11,9;-24,9;-24,9;-20,8
9;635;3;2022;2022-02-27;2022-03-02;2022-03-05;310;-14,39;-9,06;-5,09;;;;-14,54;-14,58;66,01;101,53;12,81;9;26,55;361,886363636364;374,860309407295;Extrapolated;374,860309407295;370,780586697015;-51,9;-64,9;-64,9;-60,8
10;10;3;2010;2010-03-07;2010-03-10;2010-03-13;338;-1,39;3,13;7,84;;;;-6,05;;53,02;101,1;13,77;0;32,17;361,886363636364;346,715463745539;"";372,292047875518;366,158318545778;-23,9;-8,7;-34,3;-28,2
10;62;3;2011;2011-03-06;2011-03-09;2011-03-12;401;-6,32;-2,64;1,04;;;;-5,69;-12,64;80,36;101,55;13,67;0;17,83;361,886363636364;366,208618314614;"";372,292047875518;366,158318545778;39,1;34,8;28,7;34,8
10;114;3;2012;2012-03-04;2012-03-07;2012-03-10;372;-8,54;-3,16;1,41;;;;-10,07;-11,67;59,73;101,28;13,28;0;30,96;361,886363636364;356,290340398724;"";372,292047875518;366,158318545778;10,1;15,7;-0,3;5,8
10;166;3;2013;2013-03-03;2013-03-06;2013-03-09;332;-3,73;-1,39;1,43;;;;-5,32;-10,61;75,54;101,38;14,47;0;24,26;361,886363636364;371,479079794335;"";372,292047875518;366,158318545778;-29,9;-39,5;-40,3;-34,2
10;218;3;2014;2014-03-02;2014-03-05;2014-03-08;334;-15,63;-10,76;-6,41;;;;-18,25;-17,19;56,88;101,89;9,32;3,33;26,22;361,886363636364;361,963508510312;"";372,292047875518;366,158318545778;-27,9;-28;-38,3;-32,2
10;271;3;2015;2015-03-08;2015-03-11;2015-03-14;389;-4,24;-0,78;2,48;;;;-7,05;-7,77;65,03;101,41;13,59;5,9;26,69;361,886363636364;386,223799207079;"";372,292047875518;366,158318545778;27,1;2,8;16,7;22,8
10;323;3;2016;2016-03-06;2016-03-09;2016-03-12;336;-0,64;2,94;6,58;;;;-1,04;;76,43;101,2;10,87;7,2;25,87;361,886363636364;363,368515775919;"";372,292047875518;366,158318545778;-25,9;-27,4;-36,3;-30,2
10;375;3;2017;2017-03-05;2017-03-08;2017-03-11;366;-9,94;-5,33;-1,25;;;;-12,27;-16,84;60,59;101,44;15;17,5;27,31;361,886363636364;389,824892975038;"";372,292047875518;366,158318545778;4,1;-23,8;-6,3;-0,2
10;427;3;2018;2018-03-04;2018-03-07;2018-03-10;359;-2,36;-0,62;1,28;;;;-3,47;-6,85;81,69;100,79;13,05;11,8;19,29;361,886363636364;403,981911697166;"";372,292047875518;366,158318545778;-2,9;-45;-13,3;-7,2
10;479;3;2019;2019-03-03;2019-03-06;2019-03-09;376;-12,16;-8,04;-4,64;;;;-14,29;-13,1;62,73;101,29;12,58;0,8;26,96;361,886363636364;376,864348336457;"";372,292047875518;366,158318545778;14,1;-0,9;3,7;9,8
10;531;3;2020;2020-03-01;2020-03-04;2020-03-07;395;-5,04;-1,54;1,45;;;;-6,26;-12,04;72,02;100,73;13,65;26,15;25,31;361,886363636364;372,292047875518;Extrapolated;372,292047875518;366,158318545778;33,1;22,7;22,7;28,8
10;584;3;2021;2021-03-07;2021-03-10;2021-03-13;345;-5,42;-0,69;3,59;;;;-7,56;-10,85;60,66;101,65;12,84;2,57;32,02;361,886363636364;372,292047875518;Extrapolated;372,292047875518;366,158318545778;-16,9;-27,3;-27,3;-21,2
10;636;3;2022;2022-03-06;2022-03-09;2022-03-12;340;-3,62;-0,35;3,05;;;;-4,79;-8,47;73,49;100,52;13,03;21,33;22,3;361,886363636364;372,292047875518;Extrapolated;372,292047875518;366,158318545778;-21,9;-32,3;-32,3;-26,2
11;11;3;2010;2010-03-14;2010-03-17;2010-03-20;347;2,34;7,04;11,87;;;;-2,6;;51,95;100,71;14,72;0;31,74;361,886363636364;345,197555594603;"";369,297534413985;361,667560308303;-14,9;1,8;-22,3;-14,7
11;63;3;2011;2011-03-13;2011-03-16;2011-03-19;331;-2;1,55;4,67;;;;-3,39;;71,05;101,39;11,29;0;22,52;361,886363636364;361,972544807398;"";369,297534413985;361,667560308303;-30,9;-31;-38,3;-30,7
11;115;3;2012;2012-03-11;2012-03-14;2012-03-17;373;0,08;3,52;7,15;;;;0,23;;80,98;101,56;8,85;0;18,48;361,886363636364;353,720433189693;"";369,297534413985;361,667560308303;11,1;19,3;3,7;11,3
11;167;3;2013;2013-03-10;2013-03-13;2013-03-16;332;-3,54;-0,34;2,84;;;;-5,51;-11,27;69,32;100,62;12,04;0;23,1;361,886363636364;368,968639519298;"";369,297534413985;361,667560308303;-29,9;-37;-37,3;-29,7
11;219;3;2014;2014-03-09;2014-03-12;2014-03-15;329;-9,63;-4,29;0,09;;;;-9,15;-15,98;70,51;100,22;17,79;12,35;21,18;361,886363636364;360,509911720447;"";369,297534413985;361,667560308303;-32,9;-31,5;-40,3;-32,7
11;272;3;2015;2015-03-15;2015-03-18;2015-03-21;379;-9,06;-3,61;0,09;;;;-10,5;-11,1;62,09;100,93;12,56;10;26,48;361,886363636364;379,292545775902;"";369,297534413985;361,667560308303;17,1;-0,3;9,7;17,3
11;324;3;2016;2016-03-13;2016-03-16;2016-03-19;382;-0,63;2,37;6,12;;;;-3,24;-9,59;69,86;100,85;14,41;17,07;26,89;361,886363636364;361,453243951843;"";369,297534413985;361,667560308303;20,1;20,5;12,7;20,3
11;376;3;2017;2017-03-12;2017-03-15;2017-03-18;394;-11,88;-8,33;-5,3;;;;-14,82;-15,11;62,21;101,3;15,59;20,5;25,73;361,886363636364;385,947373970885;"";369,297534413985;361,667560308303;32,1;8,1;24,7;32,3
11;428;3;2018;2018-03-11;2018-03-14;2018-03-17;367;-3,89;-2,09;0,05;;;;-6,75;-13,54;72,65;100,12;15,48;19,57;20,7;361,886363636364;401,457183982255;"";369,297534413985;361,667560308303;5,1;-34,5;-2,3;5,3
11;480;3;2019;2019-03-10;2019-03-13;2019-03-16;360;-3,29;0,55;3,95;;;;-3,97;-8,62;72,89;100,88;16,69;22,27;21,9;361,886363636364;374,455911627528;"";369,297534413985;361,667560308303;-1,9;-14,5;-9,3;-1,7
11;532;3;2020;2020-03-08;2020-03-11;2020-03-14;365;-2,03;1,64;5,38;;;;-4,57;-7,36;65,33;101,26;15,62;23,7;28,75;361,886363636364;369,297534413985;Extrapolated;369,297534413985;361,667560308303;3,1;-4,3;-4,3;3,3
11;585;3;2021;2021-03-14;2021-03-17;2021-03-20;345;-8,52;-2,72;1,85;;;;-11,47;-13,26;52,57;101,81;13,69;0,63;33,85;361,886363636364;369,297534413985;Extrapolated;369,297534413985;361,667560308303;-16,9;-24,3;-24,3;-16,7
11;637;3;2022;2022-03-13;2022-03-16;2022-03-19;345;-2,12;2,05;5,72;;;;-2,63;-13,22;72,68;101,09;12,52;20,9;24,96;361,886363636364;369,297534413985;Extrapolated;369,297534413985;361,667560308303;-16,9;-24,3;-24,3;-16,7
12;12;3;2010;2010-03-21;2010-03-24;2010-03-27;344;-3,03;0,8;4,84;;;;-7,34;-9,14;58,7;101,06;13,45;0;26,3;361,886363636364;343,773563290721;"";365,911112100252;357,313247645581;-17,9;0,2;-21,9;-13,3
12;64;3;2011;2011-03-20;2011-03-23;2011-03-26;316;-5,48;-2,01;1,2;;;;-8,33;-8,39;63,83;101,1;12,06;0;27,26;361,886363636364;357,360223872885;"";365,911112100252;357,313247645581;-45,9;-41,4;-49,9;-41,3
12;116;3;2012;2012-03-18;2012-03-21;2012-03-24;359;7,11;13,29;19,82;;;;4,6;;58,95;101,59;8,97;0;29,49;361,886363636364;350,706976813735;"";365,911112100252;357,313247645581;-2,9;8,3;-6,9;1,7
12;168;3;2013;2013-03-17;2013-03-20;2013-03-23;373;-6,7;-3,51;-0,69;;;;-9,1;-9,14;67,95;100,57;14,32;0;24,06;361,886363636364;365,983015529601;"";365,911112100252;357,313247645581;11,1;7;7,1;15,7
12;220;3;2014;2014-03-16;2014-03-19;2014-03-22;372;-8,61;-4,95;-1,17;;;;-11,26;-16,12;63,29;101,09;16,47;12,93;27,12;361,886363636364;358,605762798674;"";365,911112100252;357,313247645581;10,1;13,4;6,1;14,7
12;273;3;2015;2015-03-22;2015-03-25;2015-03-28;397;-8,93;-4,35;-0,59;;;;-11,01;-14,51;61,68;101,26;13,61;4,45;28,31;361,886363636364;372,123312247735;"";365,911112100252;357,313247645581;35,1;24,9;31,1;39,7
12;325;3;2016;2016-03-20;2016-03-23;2016-03-26;367;-4,81;-1,44;2,38;;;;-8,12;-8,79;63,68;101,16;12,86;17,42;26,8;361,886363636364;359,263081674108;"";365,911112100252;357,313247645581;5,1;7,7;1,1;9,7
12;377;3;2017;2017-03-19;2017-03-22;2017-03-25;358;-6,61;-2,38;2,18;;;;-8,6;-10,76;65,47;101,74;10,72;9,8;27,83;361,886363636364;381,385394335201;"";365,911112100252;357,313247645581;-3,9;-23,4;-7,9;0,7
12;429;3;2018;2018-03-18;2018-03-21;2018-03-24;351;-8,92;-4,24;-0,09;;;;-12,37;-11,27;54,24;101,1;10,76;0,13;32,8;361,886363636364;398,166524169703;"";365,911112100252;357,313247645581;-10,9;-47,2;-14,9;-6,3
12;481;3;2019;2019-03-17;2019-03-20;2019-03-23;362;-4,89;-1,17;2,22;;;;-8,34;-9,7;60,52;101,12;12,75;26,3;29,69;361,886363636364;371,743266270153;"";365,911112100252;357,313247645581;0,1;-9,7;-3,9;4,7
12;533;3;2020;2020-03-15;2020-03-18;2020-03-21;360;-4,27;-0,24;3,93;;;;-7,48;-9,46;60,03;101,98;13,63;20,8;30,1;361,886363636364;365,911112100252;Extrapolated;365,911112100252;357,313247645581;-1,9;-5,9;-5,9;2,7
12;586;3;2021;2021-03-21;2021-03-24;2021-03-27;345;2,51;8,22;14,38;;;;0,23;;61,99;101,37;9,68;28,1;31,47;361,886363636364;365,911112100252;Extrapolated;365,911112100252;357,313247645581;-16,9;-20,9;-20,9;-12,3
12;638;3;2022;2022-03-20;2022-03-23;2022-03-26;330;-0,23;2,8;5,89;;;;-1,91;;73,09;100,52;13,35;40,87;28,71;361,886363636364;365,911112100252;Extrapolated;365,911112100252;357,313247645581;-31,9;-35,9;-35,9;-27,3
13;13;3;2010;2010-03-28;2010-03-31;2010-04-03;362;3,28;8,31;13,52;;;;2,68;;70,68;100,93;12,62;0;27,64;361,886363636364;342,417562140219;"";362,176497551715;353,100567882514;0,1;19,6;-0,2;8,9
13;65;3;2011;2011-03-27;2011-03-30;2011-04-02;395;-2,83;0,91;5,05;;;;-7,52;-10,08;55,74;100,4;13,26;0;30,87;361,886363636364;352,450379312888;"";362,176497551715;353,100567882514;33,1;42,5;32,8;41,9
13;117;3;2012;2012-03-25;2012-03-28;2012-03-31;324;-2,23;1,49;5,82;;;;-7,11;;56,22;100,89;12,5;0;31,11;361,886363636364;347,322065448324;"";362,176497551715;353,100567882514;-37,9;-23,3;-38,2;-29,1
13;169;3;2013;2013-03-24;2013-03-27;2013-03-30;312;-0,55;3,39;6,8;;;;-3,32;;63,36;100,72;10,19;0;28,96;361,886363636364;362,517756084017;"";362,176497551715;353,100567882514;-49,9;-50,5;-50,2;-41,1
13;221;3;2014;2014-03-23;2014-03-26;2014-03-29;361;-9,09;-4,77;-0,58;;;;-11,33;-11,79;61,95;101,28;13,79;13,77;27,55;361,886363636364;356,239809073893;"";362,176497551715;353,100567882514;-0,9;4,8;-1,2;7,9
13;274;4;2015;2015-03-29;2015-04-01;2015-04-04;382;-3,09;0,98;5,47;;;;-7,12;;57,65;100,56;13,54;15,43;31,08;345,571428571429;364,824694275327;"";362,176497551715;353,100567882514;36,4;17,2;19,8;28,9
13;326;3;2016;2016-03-27;2016-03-30;2016-04-02;350;0,86;6,02;10,99;;;;0,61;;70,96;100,2;13,73;54,47;26,34;361,886363636364;356,834978577041;"";362,176497551715;353,100567882514;-11,9;-6,8;-12,2;-3,1
13;378;3;2017;2017-03-26;2017-03-29;2017-04-01;375;-0,48;1,64;3,86;;;;-2,87;;75,06;101,46;10,8;27,37;21,13;361,886363636364;376,246248989806;"";362,176497551715;353,100567882514;13,1;-1,2;12,8;21,9
13;430;3;2018;2018-03-25;2018-03-28;2018-03-31;381;-1,2;2,95;6,97;;;;-3,7;;64,99;101,71;11,29;13,57;29,65;361,886363636364;394,17230606495;"";362,176497551715;353,100567882514;19,1;-13,2;18,8;27,9
13;482;3;2019;2019-03-24;2019-03-27;2019-03-30;341;-3,45;0,28;3,55;;;;-7,27;-8,31;59,82;101,44;12,9;8,63;29,99;361,886363636364;368,73917555068;"";362,176497551715;353,100567882514;-20,9;-27,7;-21,2;-12,1
13;534;3;2020;2020-03-22;2020-03-25;2020-03-28;420;-2,37;1,82;5,98;;;;-4,85;-8,76;64,27;101,65;10,11;8,3;31,57;361,886363636364;362,176497551715;Extrapolated;362,176497551715;353,100567882514;58,1;57,8;57,8;66,9
13;587;3;2021;2021-03-28;2021-03-31;2021-04-03;325;-1,55;3,64;8,55;;;;-4,56;;58,19;100,96;16,6;16,1;30,8;361,886363636364;362,176497551715;Extrapolated;362,176497551715;353,100567882514;-36,9;-37,2;-37,2;-28,1
13;639;3;2022;2022-03-27;2022-03-30;2022-04-02;310;-5,09;-0,82;3,05;;;;-7,4;-13,29;62,94;100,36;14,96;3,33;28,11;361,886363636364;362,176497551715;Extrapolated;362,176497551715;353,100567882514;-51,9;-52,2;-52,2;-43,1
14;14;4;2010;2010-04-04;2010-04-07;2010-04-10;308;6,69;10,23;13,83;;;;2,74;;62,17;100,44;16,16;0;28,13;345,571428571429;341,103627449424;"";358,145836891676;349,034960007919;-37,6;-33,1;-50,1;-41
14;66;4;2011;2011-04-03;2011-04-06;2011-04-09;359;0,01;4,53;9,1;;;;-4,25;;56,67;100,49;12,58;0;30,75;345,571428571429;347,32173492922;"";358,145836891676;349,034960007919;13,4;11,7;0,9;10
14;118;4;2012;2012-04-01;2012-04-04;2012-04-07;329;0,41;4,51;8,47;;;;-6,94;;46,39;100,59;13,13;0;32,94;345,571428571429;343,637793270935;"";358,145836891676;349,034960007919;-16,6;-14,6;-29,1;-20
14;170;4;2013;2013-03-31;2013-04-03;2013-04-06;331;-3,91;0,91;4,8;;;;-7,95;-9,77;53,59;100,75;17,67;0;31,49;345,571428571429;358,620179321873;"";358,145836891676;349,034960007919;-14,6;-27,6;-27,1;-18
14;222;4;2014;2014-03-30;2014-04-02;2014-04-05;355;-1,46;1,62;4,38;;;;-4,18;;67,13;101,09;17,31;25,5;25,57;345,571428571429;353,400797875008;"";358,145836891676;349,034960007919;9,4;1,6;-3,1;6
14;275;4;2015;2015-04-05;2015-04-08;2015-04-11;335;-1,19;2,08;5,69;;;;-4,97;;63,51;101,43;14,72;19,1;27,26;345,571428571429;357,505287511425;"";358,145836891676;349,034960007919;-10,6;-22,5;-23,1;-14
14;327;4;2016;2016-04-03;2016-04-06;2016-04-09;372;-5,77;-2,53;1,1;;;;-9,17;-10,91;63,57;100,63;14,93;52,8;26,04;345,571428571429;354,205884294972;"";358,145836891676;349,034960007919;26,4;17,8;13,9;23
14;379;4;2017;2017-04-02;2017-04-05;2017-04-08;368;1,42;3,91;6,95;;;;-0,12;;77,97;100,19;14,28;88,6;23,25;345,571428571429;370,637232856517;"";358,145836891676;349,034960007919;22,4;-2,6;9,9;19
14;431;4;2018;2018-04-01;2018-04-04;2018-04-07;377;-3,74;0,21;4,11;;;;-7,18;-13,15;60,03;100,5;17,6;28,87;28,65;345,571428571429;389,569428651925;"";358,145836891676;349,034960007919;31,4;-12,6;18,9;28
14;483;4;2019;2019-03-31;2019-04-03;2019-04-06;336;-2,55;1,45;4,94;;;;-6,23;;60,06;101,35;15,38;10,3;29,58;345,571428571429;365,456402755457;"";358,145836891676;349,034960007919;-9,6;-29,5;-22,1;-13
14;535;4;2020;2020-03-29;2020-04-01;2020-04-04;520;2,17;4,97;7,68;;;;0,57;;75,02;100,88;15,34;71,15;24,61;345,571428571429;358,145836891676;Extrapolated;358,145836891676;349,034960007919;174,4;161,9;161,9;171
14;588;4;2021;2021-04-04;2021-04-07;2021-04-10;350;5,51;11,74;17,71;;;;1,78;;52,92;101,12;10,49;0,27;35,12;345,571428571429;358,145836891676;Extrapolated;358,145836891676;349,034960007919;4,4;-8,1;-8,1;1
14;640;4;2022;2022-04-03;2022-04-06;2022-04-09;345;0,98;5,08;8,92;;;;-1,24;;67,97;100,48;10,75;51,6;27,48;345,571428571429;358,145836891676;Extrapolated;358,145836891676;349,034960007919;-0,6;-13,1;-13,1;-4
15;15;4;2010;2010-04-11;2010-04-14;2010-04-17;330;3,34;7,65;11,8;;;;-2,13;;55,64;101,58;12,13;0;32,19;345,571428571429;339,805834524662;"";353,873257638961;345,122114674524;-15,6;-9,8;-23,9;-15,1
15;67;4;2011;2011-04-10;2011-04-13;2011-04-16;352;2,48;6,63;11,25;;;;-1,32;;60,59;101,11;13,89;0;27,85;345,571428571429;342,053014523693;"";353,873257638961;345,122114674524;6,4;9,9;-1,9;6,9
15;119;4;2012;2012-04-08;2012-04-11;2012-04-14;317;3,73;7,94;12,14;;;;-1;;56,7;100,44;11,98;0;32,34;345,571428571429;339,726254459042;"";353,873257638961;345,122114674524;-28,6;-22,7;-36,9;-28,1
15;171;4;2013;2013-04-07;2013-04-10;2013-04-13;322;1,12;4,16;6,99;;;;-1,72;;68,11;100,92;13,63;0;23,64;345,571428571429;354,357332639304;"";353,873257638961;345,122114674524;-23,6;-32,4;-31,9;-23,1
15;223;4;2014;2014-04-06;2014-04-09;2014-04-12;320;1,09;5,87;9,98;;;;-2;;60,48;100,6;13,74;31,17;31,15;345,571428571429;350,07747653092;"";353,873257638961;345,122114674524;-25,6;-30,1;-33,9;-25,1
15;276;4;2015;2015-04-12;2015-04-15;2015-04-18;348;4,79;10,58;16,1;;;;-1,67;;46,26;101,34;13,31;4,62;35,47;345,571428571429;350,27368760878;"";353,873257638961;345,122114674524;2,4;-2,3;-5,9;2,9
15;328;4;2016;2016-04-10;2016-04-13;2016-04-16;350;-0,99;4,08;8,46;;;;-4,54;;57,69;102,05;11,75;17,77;33,27;345,571428571429;351,412748462228;"";353,873257638961;345,122114674524;4,4;-1,4;-3,9;4,9
15;380;4;2017;2017-04-09;2017-04-12;2017-04-15;348;3,6;9,67;16,01;;;;1,6;;62,54;101,46;11,03;7,17;31,85;345,571428571429;364,665640857153;"";353,873257638961;345,122114674524;2,4;-16,7;-5,9;2,9
15;432;4;2018;2018-04-08;2018-04-11;2018-04-14;383;-1,99;1,53;5,23;;;;-5,7;;60,99;101,2;10,96;6,47;25,43;345,571428571429;384,4528549405;"";353,873257638961;345,122114674524;37,4;-1,5;29,1;37,9
15;484;4;2019;2019-04-07;2019-04-10;2019-04-13;367;-0,1;3,74;7,56;;;;-1,61;-6,71;70,98;100,97;12,1;23,83;27,35;345,571428571429;361,907731843326;"";353,873257638961;345,122114674524;21,4;5,1;13,1;21,9
15;536;4;2020;2020-04-05;2020-04-08;2020-04-11;735;0,91;5,17;9,01;;;;-2,84;;60,01;99,94;14,33;12,3;30,05;345,571428571429;353,873257638961;Extrapolated;353,873257638961;345,122114674524;389,4;381,1;381,1;389,9
15;589;4;2021;2021-04-11;2021-04-14;2021-04-17;300;5,91;9,65;13,85;;;;2,7;;64,53;100,53;14,25;32,9;30,46;345,571428571429;353,873257638961;Extrapolated;353,873257638961;345,122114674524;-45,6;-53,9;-53,9;-45,1
15;641;4;2022;2022-04-10;2022-04-13;2022-04-16;330;4,01;7,82;11,64;;;;1,14;;66,31;100,58;13,71;28,17;29,5;345,571428571429;353,873257638961;Extrapolated;353,873257638961;345,122114674524;-15,6;-23,9;-23,9;-15,1
16;16;4;2010;2010-04-18;2010-04-21;2010-04-24;339;4,76;10,29;15,18;;;;1,42;;57,42;100,56;10,18;0;34,4;345,571428571429;338,498258672259;"";349,413946624375;341,367974198971;-6,6;0,5;-10,4;-2,4
16;68;4;2011;2011-04-17;2011-04-20;2011-04-23;338;1,06;4,53;8,37;;;;-1,6;;67,33;100,84;17,17;0;28,05;345,571428571429;336,722941898121;"";349,413946624375;341,367974198971;-7,6;1,3;-11,4;-3,4
16;120;4;2012;2012-04-15;2012-04-18;2012-04-21;334;5,7;11,3;16,94;;;;3,41;;61,14;100,89;14,23;0;30,98;345,571428571429;335,659543190118;"";349,413946624375;341,367974198971;-11,6;-1,7;-15,4;-7,4
16;172;4;2013;2013-04-14;2013-04-17;2013-04-20;382;3,55;8,54;13,21;;;;1,27;;62,43;101,05;16,46;0;31,12;345,571428571429;349,796302269563;"";349,413946624375;341,367974198971;36,4;32,2;32,6;40,6
16;224;4;2014;2014-04-13;2014-04-16;2014-04-19;329;-0,65;5,06;11,1;;;;-1,73;;65;101,53;14,19;26,57;25,38;345,571428571429;346,258645025313;"";349,413946624375;341,367974198971;-16,6;-17,3;-20,4;-12,4
16;277;4;2015;2015-04-19;2015-04-22;2015-04-25;334;3,05;6,2;9,09;;;;-0,73;;63,55;100,28;15,2;32,68;30,09;345,571428571429;343,23849022014;"";349,413946624375;341,367974198971;-11,6;-9,2;-15,4;-7,4
16;329;4;2016;2016-04-17;2016-04-20;2016-04-23;350;3,9;10,05;15,73;;;;-1,19;;51,18;101,49;11,49;17,6;34,52;345,571428571429;348,492520713137;"";349,413946624375;341,367974198971;4,4;1,5;0,6;8,6
16;381;4;2017;2017-04-16;2017-04-19;2017-04-22;356;5,29;8,16;10,55;;;;4,06;;76,81;101,15;13,5;44,17;25,06;345,571428571429;358,438767913534;"";349,413946624375;341,367974198971;10,4;-2,4;6,6;14,6
16;433;4;2018;2018-04-15;2018-04-18;2018-04-21;340;-0,56;2,5;5,39;;;;-3,11;-8,85;69,57;100,89;17,21;15,83;23,84;345,571428571429;378,917547940546;"";349,413946624375;341,367974198971;-5,6;-38,9;-9,4;-1,4
16;485;4;2019;2019-04-14;2019-04-17;2019-04-20;356;3,11;6,47;10,11;;;;0,81;;71,1;100,38;15,99;51,3;27,5;345,571428571429;358,116448401017;"";349,413946624375;341,367974198971;10,4;-2,1;6,6;14,6
16;537;4;2020;2020-04-12;2020-04-15;2020-04-18;805;0,4;4,84;8,5;;;;-3,36;;58,08;100,63;18,84;27,12;31,75;345,571428571429;349,413946624375;Extrapolated;349,413946624375;341,367974198971;459,4;455,6;455,6;463,6
16;590;4;2021;2021-04-18;2021-04-21;2021-04-24;325;3,1;7,39;12,03;;;;-1,34;;56,57;100,25;14,59;6,83;30,05;345,571428571429;349,413946624375;Extrapolated;349,413946624375;341,367974198971;-20,6;-24,4;-24,4;-16,4
16;642;4;2022;2022-04-17;2022-04-20;2022-04-23;330;1,04;5,32;9,15;;;;-2,44;;60,31;101,57;14,88;34,3;30,37;345,571428571429;349,413946624375;Extrapolated;349,413946624375;341,367974198971;-15,6;-19,4;-19,4;-11,4
17;17;4;2010;2010-04-25;2010-04-28;2010-05-01;415;4,8;9,75;15,03;;;;-0,5;;53,38;99,65;14,22;0;30,52;345,571428571429;337,154975198542;"";344,828521185288;337,778732561815;69,4;77,8;70,2;77,2
17;69;4;2011;2011-04-24;2011-04-27;2011-04-30;329;6,72;10,81;15,31;;;;5,22;;71,03;100,61;12,77;0;28,71;345,571428571429;331,410240854315;"";344,828521185288;337,778732561815;-16,6;-2,4;-15,8;-8,8
17;121;4;2012;2012-04-22;2012-04-25;2012-04-28;330;1,85;4,73;7,82;;;;-0,89;;69,35;100,17;17,83;0;29,03;345,571428571429;331,509753641637;"";344,828521185288;337,778732561815;-15,6;-1,5;-14,8;-7,8
17;173;4;2013;2013-04-21;2013-04-24;2013-04-27;312;2,29;7,74;13,12;;;;-2,31;;52,04;102,08;12,51;0;34,22;345,571428571429;345,004174445902;"";344,828521185288;337,778732561815;-33,6;-33;-32,8;-25,8
17;225;4;2014;2014-04-20;2014-04-23;2014-04-26;344;3,49;8,17;12,49;;;;-1,08;;56,57;100,61;12,2;21;28,87;345,571428571429;341,959851970577;"";344,828521185288;337,778732561815;-1,6;2;-0,8;6,2
17;278;4;2015;2015-04-26;2015-04-29;2015-05-02;314;6,2;11,94;16,97;;;;3,24;;58,12;100,47;9,99;0,98;34,9;345,571428571429;336,508290998253;"";344,828521185288;337,778732561815;-31,6;-22,5;-30,8;-23,8
17;330;4;2016;2016-04-24;2016-04-27;2016-04-30;355;-0,2;4,96;9,59;;;;-9,94;;34,71;101,28;11,42;0;37,21;345,571428571429;345,48215068203;"";344,828521185288;337,778732561815;9,4;9,5;10,2;17,2
17;382;4;2017;2017-04-23;2017-04-26;2017-04-29;320;5,64;11,42;17,11;;;;4,38;;65,44;101,03;15,61;7,3;30,05;345,571428571429;352,063908947477;"";344,828521185288;337,778732561815;-25,6;-32,1;-24,8;-17,8
17;434;4;2018;2018-04-22;2018-04-25;2018-04-28;363;5,69;10,68;15,39;;;;2,18;;62,06;101,06;9,29;28,17;30,35;345,571428571429;373,058470661934;"";344,828521185288;337,778732561815;17,4;-10,1;18,2;25,2
17;486;4;2019;2019-04-21;2019-04-24;2019-04-27;344;5;8,75;12,61;;;;3,96;;74,53;100,43;13,43;40,7;27,15;345,571428571429;354,133394452217;"";344,828521185288;337,778732561815;-1,6;-10,1;-0,8;6,2
