WEEK;DATE_IDS;MONTH;YEAR;START_DATE;MID_DATE;END_DATE;N_DEATH;T_MIN_WMEAN;T_MEAN_WMEAN;T_MAX_WMEAN;HMDX_MIN_WMEAN;HMDX_MEAN_WMEAN;HMDX_MAX_WMEAN;TDEW_MEAN_WMEAN;WDCHL_MEAN_WMEAN;RELH_MEAN_WMEAN;PRES_MEAN_WMEAN;WDSPD_MEAN_WMEAN;PRCIP_SUM_WSUM;VISB_MEAN_WMEAN;TREND_MONTH;TREND_CSPLINE;EXTRAPOLATED;TREND_USPLINE;TREND_POLY;OM_MONTH;OM_CSPLINE;OM_USPLINE;OM_POLY
40;196;10;2013;2013-09-29;2013-10-02;2013-10-05;329;11,8;16,34;21,21;;;;8,55;;62,32;101,12;8,24;0;31,92;333,666666666667;308,787638261585;"";324,764300714142;318,746785077311;-4,7;20,2;4,2;10,3
40;248;10;2014;2014-09-28;2014-10-01;2014-10-04;329;10,67;14,76;19,4;;;;10,57;;77,19;100,95;13,05;24,63;22,66;333,666666666667;323,796735456831;"";324,764300714142;318,746785077311;-4,7;5,2;4,2;10,3
40;301;10;2015;2015-10-04;2015-10-07;2015-10-10;317;5,55;9,64;13,3;;;;4,63;;72,83;101,4;8,61;6,73;31,63;333,666666666667;315,847005756805;"";324,764300714142;318,746785077311;-16,7;1,2;-7,8;-1,7
40;353;10;2016;2016-10-02;2016-10-05;2016-10-08;356;10,03;14,79;19,62;;;;10,68;;78,39;101,6;7,98;16,97;24,71;333,666666666667;322,677470060431;"";324,764300714142;318,746785077311;22,3;33,3;31,2;37,3
40;405;10;2017;2017-10-01;2017-10-04;2017-10-07;340;9,65;14,98;20,2;;;;9,65;;72,56;101,64;9,73;9,47;31,43;333,666666666667;337,028328703245;"";324,764300714142;318,746785077311;6,3;3;15,2;21,3
40;457;10;2018;2018-09-30;2018-10-03;2018-10-06;360;7,27;10,2;13,17;;;;5,84;;76,18;101,57;10,47;12,33;26,45;333,666666666667;335,769644222386;"";324,764300714142;318,746785077311;26,3;24,2;35,2;41,3
40;509;10;2019;2019-09-29;2019-10-02;2019-10-05;338;5,18;9,31;13,17;;;;4,34;;72,69;101,65;9,87;60,55;26,76;333,666666666667;330,413211104714;"";324,764300714142;318,746785077311;4,3;7,6;13,2;19,3
40;561;9;2020;2020-09-27;2020-09-30;2020-10-03;365;12,38;15,35;18,76;;;;11,92;;80,98;100,46;10,07;41,78;28,84;313,809523809524;324,764300714142;Extrapolated;324,764300714142;318,746785077311;51,2;40,2;40,2;46,3
40;614;10;2021;2021-10-03;2021-10-06;2021-10-09;335;9,23;14,1;19,21;;;;10,03;;77,92;101,69;8,71;1,2;26,9;333,666666666667;324,764300714142;Extrapolated;324,764300714142;318,746785077311;1,3;10,2;10,2;16,3
41;41;10;2010;2010-10-10;2010-10-13;2010-10-16;343;5,24;8,94;13,06;;;;3,42;;70,43;100,32;11,98;0;31,68;333,666666666667;329,540814407221;"";329,259287301084;321,627635901464;9,3;13,5;13,7;21,4
41;93;10;2011;2011-10-09;2011-10-12;2011-10-15;317;11;14,94;19,22;;;;9,2;;70,24;100,76;12,93;0;27,49;333,666666666667;316,884207564296;"";329,259287301084;321,627635901464;-16,7;0,1;-12,3;-4,6
41;145;10;2012;2012-10-07;2012-10-10;2012-10-13;328;3,32;7,66;11,21;;;;1,66;;67,66;101,37;12,27;0;31,69;333,666666666667;337,791281436793;"";329,259287301084;321,627635901464;-5,7;-9,8;-1,3;6,4
41;197;10;2013;2013-10-06;2013-10-09;2013-10-12;292;7,6;12,79;18,88;;;;7,32;;71,41;101,56;10,4;0;29,79;333,666666666667;312,644900075016;"";329,259287301084;321,627635901464;-41,7;-20,6;-37,3;-29,6
41;249;10;2014;2014-10-05;2014-10-08;2014-10-11;326;7,54;10,81;14,21;;;;5,75;;71,78;100,59;14,4;30,57;29,58;333,666666666667;332,328947112421;"";329,259287301084;321,627635901464;-7,7;-6,3;-3,3;4,4
41;302;10;2015;2015-10-11;2015-10-14;2015-10-17;339;6,52;10,57;14,64;;;;5,94;;74,09;100,12;12,4;28,87;28,92;333,666666666667;319,539617550738;"";329,259287301084;321,627635901464;5,3;19,5;9,7;17,4
41;354;10;2016;2016-10-09;2016-10-12;2016-10-15;330;4,44;9,7;14,47;;;;3,49;;67,23;101,87;10,3;6;32,72;333,666666666667;326,140102770139;"";329,259287301084;321,627635901464;-3,7;3,9;0,7;8,4
41;406;10;2017;2017-10-08;2017-10-11;2017-10-14;332;11,16;14,55;18,01;;;;9,82;;75,2;101,47;10,45;36,47;28,87;333,666666666667;342,193492651155;"";329,259287301084;321,627635901464;-1,7;-10,2;2,7;10,4
41;458;10;2018;2018-10-07;2018-10-10;2018-10-13;348;6,92;10,44;14,05;;;;6,9;;79,9;100,96;12,04;31,3;22,12;333,666666666667;340,492227374631;"";329,259287301084;321,627635901464;14,3;7,5;18,7;26,4
41;510;10;2019;2019-10-06;2019-10-09;2019-10-12;311;7,51;12,06;16,99;;;;6,68;;71,57;101,75;11,16;10,5;30,7;333,666666666667;335,037282068436;"";329,259287301084;321,627635901464;-22,7;-24;-18,3;-10,6
41;562;10;2020;2020-10-04;2020-10-07;2020-10-10;350;7,1;11,68;15,64;;;;5,97;;69,32;100,73;12,69;12,87;31,56;333,666666666667;329,259287301084;Extrapolated;329,259287301084;321,627635901464;16,3;20,7;20,7;28,4
41;615;10;2021;2021-10-10;2021-10-13;2021-10-16;360;14,19;17,21;20,42;;;;14,47;;84,66;100,85;6,97;17,7;25,14;333,666666666667;329,259287301084;Extrapolated;329,259287301084;321,627635901464;26,3;30,7;30,7;38,4
42;42;10;2010;2010-10-17;2010-10-20;2010-10-23;335;2,43;6,55;10,62;;;;0,26;;65,55;100,32;13,52;0;31,99;333,666666666667;333,362647829153;"";333,95399013307;324,910025849556;1,3;1,6;1;10,1
42;94;10;2011;2011-10-16;2011-10-19;2011-10-22;327;7,71;10,1;12,33;;;;6,18;;77,14;100,01;15,92;0;25,96;333,666666666667;320,234101548414;"";333,95399013307;324,910025849556;-6,7;6,8;-7;2,1
42;146;10;2012;2012-10-14;2012-10-17;2012-10-20;330;6,67;10,73;14,38;;;;6,3;;76;100,38;11,17;0;22,63;333,666666666667;341,969292621135;"";333,95399013307;324,910025849556;-3,7;-12;-4;5,1
42;198;10;2013;2013-10-13;2013-10-16;2013-10-19;284;10,63;13,75;16,75;;;;9,98;;78,8;100,96;10,04;0;25,35;333,666666666667;316,67540120637;"";333,95399013307;324,910025849556;-49,7;-32,7;-50;-40,9
42;250;10;2014;2014-10-12;2014-10-15;2014-10-18;322;10,78;15,03;19;;;;10,85;;77;100,59;10,93;14,17;26,7;333,666666666667;341,193151079531;"";333,95399013307;324,910025849556;-11,7;-19,2;-12;-2,9
42;303;10;2015;2015-10-18;2015-10-21;2015-10-24;324;1,2;5,87;10,23;;;;-0,96;;63,46;101,66;12,6;4,03;29,22;333,666666666667;323,388394513702;"";333,95399013307;324,910025849556;-9,7;0,6;-10;-0,9
42;355;10;2016;2016-10-16;2016-10-19;2016-10-22;334;7,94;11,66;15,18;;;;8,79;;83,92;100,46;12,64;100,37;20,99;333,666666666667;330,133034817469;"";333,95399013307;324,910025849556;0,3;3,9;0;9,1
42;407;10;2017;2017-10-15;2017-10-18;2017-10-21;308;7,48;12,64;17,48;;;;6,32;;67,11;101,13;12,41;10,43;32,12;333,666666666667;347,454515859207;"";333,95399013307;324,910025849556;-25,7;-39,5;-26;-16,9
42;459;10;2018;2018-10-14;2018-10-17;2018-10-20;349;3,22;7,55;10,98;;;;0,82;;63,52;100,65;16,93;5,27;30,57;333,666666666667;345,299723343637;"";333,95399013307;324,910025849556;15,3;3,7;15;24,1
42;511;10;2019;2019-10-13;2019-10-16;2019-10-19;342;5,59;9;12,45;;;;3,85;;71,59;100,5;12,96;73,75;29,8;333,666666666667;339,829638512081;"";333,95399013307;324,910025849556;8,3;2,2;8;17,1
42;563;10;2020;2020-10-11;2020-10-14;2020-10-17;375;5,88;9,81;13,81;;;;4,41;;71,66;101,22;11,12;35,53;29,41;333,666666666667;333,95399013307;Extrapolated;333,95399013307;324,910025849556;41,3;41;41;50,1
42;616;10;2021;2021-10-17;2021-10-20;2021-10-23;315;6,44;9,4;12,66;;;;5,4;;76,9;100,47;10,14;21,9;28;333,666666666667;333,95399013307;Extrapolated;333,95399013307;324,910025849556;-18,7;-19;-19;-9,9
43;43;10;2010;2010-10-24;2010-10-27;2010-10-30;360;4,92;8,07;10,73;;;;3,47;;75,45;100,46;12,65;0;20,78;333,666666666667;337,44626568756;"";338,778466044649;328,606692163875;26,3;22,6;21,2;31,4
43;95;10;2011;2011-10-23;2011-10-26;2011-10-29;327;1,77;5,33;8,5;;;;-0,37;;67,85;101,05;9,64;0;31,64;333,666666666667;323,687053581518;"";338,778466044649;328,606692163875;-6,7;3,3;-11,8;-1,6
43;147;10;2012;2012-10-21;2012-10-24;2012-10-27;363;6,61;10,32;14,28;;;;5,02;;70,93;101,25;10,59;0;25,98;333,666666666667;346,080787458537;"";338,778466044649;328,606692163875;29,3;16,9;24,2;34,4
43;199;10;2013;2013-10-20;2013-10-23;2013-10-26;335;2,71;6,47;9,53;;;;0,97;;68,89;100,39;13,96;0;29,02;333,666666666667;320,82248159145;"";338,778466044649;328,606692163875;1,3;14,2;-3,8;6,4
43;251;10;2014;2014-10-19;2014-10-22;2014-10-25;334;5,45;7,55;9,59;;;;2,53;;71,39;100,85;14,01;12,57;25,56;333,666666666667;350,242303642434;"";338,778466044649;328,606692163875;0,3;-16,2;-4,8;5,4
43;304;10;2015;2015-10-25;2015-10-28;2015-10-31;359;1,95;6,13;10,25;;;;1,16;;72,07;101,29;12,51;56,1;30,05;333,666666666667;327,345746153372;"";338,778466044649;328,606692163875;25,3;31,7;20,2;30,4
43;356;10;2016;2016-10-23;2016-10-26;2016-10-29;324;1,94;4,15;6,46;;;;-0,12;;75,44;101,2;15,32;36,33;24,21;333,666666666667;334,580427236174;"";338,778466044649;328,606692163875;-9,7;-10,6;-14,8;-4,6
43;408;10;2017;2017-10-22;2017-10-25;2017-10-28;336;8,31;12,77;17,41;;;;8,05;;74,55;100,73;10,78;30,37;31,45;333,666666666667;352,756124731692;"";338,778466044649;328,606692163875;2,3;-16,8;-2,8;7,4
43;460;10;2018;2018-10-21;2018-10-24;2018-10-27;404;-0,17;2,6;5,67;;;;-3,75;;64,16;101,24;13,1;9,3;27,57;333,666666666667;350,112946467634;"";338,778466044649;328,606692163875;70,3;53,9;65,2;75,4
43;512;10;2019;2019-10-20;2019-10-23;2019-10-26;372;5,2;9,2;13,12;;;;4,33;;73,22;101,28;9,01;24,95;30,51;333,666666666667;344,710523896116;"";338,778466044649;328,606692163875;38,3;27,3;33,2;43,4
43;564;10;2020;2020-10-18;2020-10-21;2020-10-24;310;6,6;10,97;15,61;;;;6,46;;75,3;101,57;11,8;36,7;26,36;333,666666666667;338,778466044649;Extrapolated;338,778466044649;328,606692163875;-23,7;-28,8;-28,8;-18,6
43;617;10;2021;2021-10-24;2021-10-27;2021-10-30;360;4,44;7,68;11,11;;;;2,84;;72,46;100,93;14,74;10,77;26,87;333,666666666667;338,778466044649;Extrapolated;338,778466044649;328,606692163875;26,3;21,2;21,2;31,4
44;44;11;2010;2010-10-31;2010-11-03;2010-11-06;338;0,85;3,19;5,39;;;;-0,46;;77,98;101,11;10,6;0;24,64;337,046511627907;341,714677008401;"";343,660721044493;332,730623750625;1;-3,7;-5,7;5,3
44;96;11;2011;2011-10-30;2011-11-02;2011-11-05;304;1,49;5,75;10,37;;;;-0,27;;66,53;101,75;8,59;0;29,37;337,046511627907;327,204724318968;"";343,660721044493;332,730623750625;-33;-23,2;-39,7;-28,7
44;148;10;2012;2012-10-28;2012-10-31;2012-11-03;348;7,47;9,83;12,16;;;;6,7;;81,41;99,86;15,81;0;23,91;333,666666666667;350,074001014356;"";343,660721044493;332,730623750625;14,3;-2,1;4,3;15,3
44;200;10;2013;2013-10-27;2013-10-30;2013-11-02;339;1,12;5,46;8,91;;;;1,05;;74,45;100,79;13,57;0;23,99;333,666666666667;325,02948116606;"";343,660721044493;332,730623750625;5,3;14;-4,7;6,3
44;252;10;2014;2014-10-26;2014-10-29;2014-11-01;339;5,58;7,77;10,25;;;;2,57;;70,6;100,64;12,29;4,37;26,95;333,666666666667;359,3293610854;"";343,660721044493;332,730623750625;5,3;-20,3;-4,7;6,3
44;305;11;2015;2015-11-01;2015-11-04;2015-11-07;319;5,9;9,85;14,12;;;;5,56;;75,65;100,98;11,29;8,97;27,77;337,046511627907;331,364081977421;"";343,660721044493;332,730623750625;-18;-12,4;-24,7;-13,7
44;357;11;2016;2016-10-30;2016-11-02;2016-11-05;362;3,51;6,27;9,04;;;;2,84;;79,35;101,37;8,99;11,07;26,32;337,046511627907;339,394945435551;"";343,660721044493;332,730623750625;25;22,6;18,3;29,3
44;409;11;2017;2017-10-29;2017-11-01;2017-11-04;331;4,54;8,59;12,99;;;;4,92;;78,92;100,76;14,62;58,1;24,85;337,046511627907;358,043045672905;"";343,660721044493;332,730623750625;-6;-27;-12,7;-1,7
44;461;10;2018;2018-10-28;2018-10-31;2018-11-03;332;1,86;3,72;5,32;;;;2,21;;90,16;100,42;11,41;43,6;15,4;333,666666666667;354,852711084854;"";343,660721044493;332,730623750625;-1,7;-22,9;-11,7;-0,7
44;513;10;2019;2019-10-27;2019-10-30;2019-11-02;336;5,63;8,9;12,25;;;;5,64;;80,99;100,98;12,2;104,15;24,75;333,666666666667;349,600181681012;"";343,660721044493;332,730623750625;2,3;-13,6;-7,7;3,3
44;565;10;2020;2020-10-25;2020-10-28;2020-10-31;340;-0,9;2,52;5,35;;;;-3,49;;66,53;101,57;10,39;10,67;28,91;333,666666666667;343,660721044493;Extrapolated;343,660721044493;332,730623750625;6,3;-3,7;-3,7;7,3
44;618;11;2021;2021-10-31;2021-11-03;2021-11-06;370;1,85;5,23;8,59;;;;0,41;;72,87;101,29;10,94;43,68;31,08;337,046511627907;343,660721044493;Extrapolated;343,660721044493;332,730623750625;33;26,3;26,3;37,3
45;45;11;2010;2010-11-07;2010-11-10;2010-11-13;333;-0,36;3,65;7,89;;;;-1,2;;72,04;101,91;9,44;0;26,75;337,046511627907;346,090890817637;"";348,528639333463;337,295061179919;-4;-13,1;-15,5;-4,3
45;97;11;2011;2011-11-06;2011-11-09;2011-11-12;298;3,35;7,71;11,91;;;;1,13;;64,47;100,98;11,34;0;27,84;337,046511627907;330,747314004261;"";348,528639333463;337,295061179919;-39;-32,7;-50,5;-39,3
45;149;11;2012;2012-11-04;2012-11-07;2012-11-10;341;-2,2;1,03;3,68;;;;-5,13;;64,4;101,46;11,45;0;28,79;337,046511627907;353,897168353955;"";348,528639333463;337,295061179919;4;-12,9;-7,5;3,7
45;201;11;2013;2013-11-03;2013-11-06;2013-11-09;297;0,14;3,68;7,11;;;;-3,41;;61,03;101,65;12,32;0;30,5;337,046511627907;329,239739866003;"";348,528639333463;337,295061179919;-40;-32,2;-51,5;-40,3
45;253;11;2014;2014-11-02;2014-11-05;2014-11-08;348;1,24;4,16;7,07;;;;-2,69;;62,9;100,76;12,24;3,05;29,7;337,046511627907;368,307279692699;"";348,528639333463;337,295061179919;11;-20,3;-0,5;10,7
45;306;11;2015;2015-11-08;2015-11-11;2015-11-14;343;3,02;6,29;9,39;;;;2,19;;76,19;100,81;13,96;19,9;26,66;337,046511627907;335,395811493523;"";348,528639333463;337,295061179919;6;7,6;-5,5;5,7
45;358;11;2016;2016-11-06;2016-11-09;2016-11-12;342;-0,11;5,51;10,87;;;;-0,07;;68,64;101,17;13,13;2;31,88;337,046511627907;344,489254824896;"";348,528639333463;337,295061179919;5;-2,5;-6,5;4,7
45;410;11;2017;2017-11-05;2017-11-08;2017-11-11;350;-1,96;2,41;6,35;;;;-3,16;-9,85;67,8;101,6;14,19;19,43;29,52;337,046511627907;363,260247420889;"";348,528639333463;337,295061179919;13;-13,3;1,5;12,7
45;462;11;2018;2018-11-04;2018-11-07;2018-11-10;355;2,39;5,05;7,47;;;;0,57;;74,03;101,23;16,48;30,57;26,05;337,046511627907;359,439831533528;"";348,528639333463;337,295061179919;18;-4,4;6,5;17,7
45;514;11;2019;2019-11-03;2019-11-06;2019-11-09;339;-0,2;2,55;4,67;;;;-2,2;-6,06;72,06;101,41;13,09;16,75;26,08;337,046511627907;354,418855327238;"";348,528639333463;337,295061179919;2;-15,4;-9,5;1,7
45;566;11;2020;2020-11-01;2020-11-04;2020-11-07;375;2,48;6,77;11,4;;;;0,54;;65,76;100,97;14,49;4,03;27,61;337,046511627907;348,528639333463;Extrapolated;348,528639333463;337,295061179919;38;26,5;26,5;37,7
45;619;11;2021;2021-11-07;2021-11-10;2021-11-13;375;3,77;7,72;11,47;;;;1,98;;68,81;101,12;9,16;22;28,63;337,046511627907;348,528639333463;Extrapolated;348,528639333463;337,295061179919;38;26,5;26,5;37,7
46;46;11;2010;2010-11-14;2010-11-17;2010-11-20;347;1,21;4,84;8,12;;;;-0,12;;71,37;100,81;13,6;0;27,23;337,046511627907;350,497916141228;"";353,3109567783;342,313496685785;10;-3,5;-6,3;4,7
46;98;11;2011;2011-11-13;2011-11-16;2011-11-19;339;3,47;7,28;10,53;;;;1,52;;67,92;100,53;11,72;0;30,06;337,046511627907;334,275022880893;"";353,3109567783;342,313496685785;2;4,7;-14,3;-3,3
46;150;11;2012;2012-11-11;2012-11-14;2012-11-17;320;-2,35;2,44;7,71;;;;-2,74;;70,3;102,5;10,12;0;26,56;337,046511627907;357,499035212343;"";353,3109567783;342,313496685785;-17;-37,5;-33,3;-22,3
46;202;11;2013;2013-11-10;2013-11-13;2013-11-16;316;-0,5;2,54;5,4;;;;-3,35;-8,24;66,78;101,11;14,78;0;23,96;337,046511627907;333,39659762708;"";353,3109567783;342,313496685785;-21;-17,4;-37,3;-26,3
46;254;11;2014;2014-11-09;2014-11-12;2014-11-15;328;0,71;3,05;5,81;;;;-2,81;;66,46;100,96;14,11;3,78;28,29;337,046511627907;377,029015748604;"";353,3109567783;342,313496685785;-9;-49;-25,3;-14,3
46;307;11;2015;2015-11-15;2015-11-18;2015-11-21;319;0,55;4,87;8,17;;;;-0,19;;70,85;101,75;12,77;8,8;31,91;337,046511627907;339,393344209352;"";353,3109567783;342,313496685785;-18;-20,4;-34,3;-23,3
46;359;11;2016;2016-11-13;2016-11-16;2016-11-19;337;4;6,86;10,22;;;;3,79;;82,22;100,77;11,91;3,17;21,28;337,046511627907;349,776020813507;"";353,3109567783;342,313496685785;0;-12,8;-16,3;-5,3
46;411;11;2017;2017-11-12;2017-11-15;2017-11-18;344;-2,68;0,49;3,19;;;;-4,24;-6,21;71,37;101,44;10,37;4,7;26,53;337,046511627907;368,360704702847;"";353,3109567783;342,313496685785;7;-24,4;-9,3;1,7
46;463;11;2018;2018-11-11;2018-11-14;2018-11-17;326;-6,39;-3,19;-0,9;;;;-8,06;-9,38;70,31;101,65;11,47;17,4;22,29;337,046511627907;363,795122151888;"";353,3109567783;342,313496685785;-11;-37,8;-27,3;-16,3
46;515;11;2019;2019-11-10;2019-11-13;2019-11-16;370;-8,59;-4,72;-1,37;;;;-9,71;-13,51;69,01;101,61;14,85;15,45;23,36;337,046511627907;359,086788295264;"";353,3109567783;342,313496685785;33;10,9;16,7;27,7
46;567;11;2020;2020-11-08;2020-11-11;2020-11-14;335;5,61;10,17;14,65;;;;4,57;;69,37;101,26;10,13;0,13;30,24;337,046511627907;353,3109567783;Extrapolated;353,3109567783;342,313496685785;-2;-18,3;-18,3;-7,3
46;620;11;2021;2021-11-14;2021-11-17;2021-11-20;370;-0,49;2,31;4,48;;;;-1,63;;76,18;101;11,67;19,37;26,53;337,046511627907;353,3109567783;Extrapolated;353,3109567783;342,313496685785;33;16,7;16,7;27,7
47;47;11;2010;2010-11-21;2010-11-24;2010-11-27;320;-3,78;-0,42;2,93;;;;-5,57;-7,59;70,18;100,88;13,92;0;22,68;337,046511627907;354,858762005132;"";357,939061194309;347,799674166163;-17;-34,9;-37,9;-27,8
47;99;11;2011;2011-11-20;2011-11-23;2011-11-26;339;-1,7;2;5,01;;;;-2,4;-5,55;73,59;101,45;10,51;0;23,55;337,046511627907;337,748051192361;"";357,939061194309;347,799674166163;2;1,3;-18,9;-8,8
47;151;11;2012;2012-11-18;2012-11-21;2012-11-24;297;-2,08;2,46;7,97;;;;-2,78;;70,12;101,54;8,97;0;22,8;337,046511627907;360,845218336676;"";357,939061194309;347,799674166163;-40;-63,8;-60,9;-50,8
47;203;11;2013;2013-11-17;2013-11-20;2013-11-23;319;-1,62;2,36;5,69;;;;-2,83;;69,61;101,24;14,79;0;26,59;337,046511627907;337,443394385097;"";357,939061194309;347,799674166163;-18;-18,4;-38,9;-28,8
47;255;11;2014;2014-11-16;2014-11-19;2014-11-22;358;-4,41;-2,07;0,39;;;;-7,03;-9,7;70,34;100,66;16,97;16,95;20,38;337,046511627907;385,347525537384;"";357,939061194309;347,799674166163;21;-27,3;0,1;10,2
47;308;11;2015;2015-11-22;2015-11-25;2015-11-28;325;-2,72;1,66;4,85;;;;-2,86;-5,52;73,3;101,96;12,15;15,73;25,42;337,046511627907;343,309089632583;"";357,939061194309;347,799674166163;-12;-18,3;-32,9;-22,8
47;360;11;2016;2016-11-20;2016-11-23;2016-11-26;356;-1,21;0,01;1,49;;;;-1,46;-7,46;89,99;100,75;13,27;25,43;14,85;337,046511627907;355,167908810679;"";357,939061194309;347,799674166163;19;0,8;-1,9;8,2
47;412;11;2017;2017-11-19;2017-11-22;2017-11-25;344;-3,34;0,57;4,15;;;;-3,44;-10,52;75,36;100,25;13,13;21,2;24,6;337,046511627907;373,307040719459;"";357,939061194309;347,799674166163;7;-29,3;-13,9;-3,8
47;464;11;2018;2018-11-18;2018-11-21;2018-11-24;328;-10,86;-6,34;-2,73;;;;-10,75;-13,47;71,79;101,58;10,71;6,83;23,61;337,046511627907;367,839397278164;"";357,939061194309;347,799674166163;-9;-39,8;-29,9;-19,8
47;516;11;2019;2019-11-17;2019-11-20;2019-11-23;373;-5,43;-1,81;1,37;;;;-5,48;-10,7;76,88;100,94;10,32;8,95;24,38;337,046511627907;363,524224045558;"";357,939061194309;347,799674166163;36;9,5;15,1;25,2
47;568;11;2020;2020-11-15;2020-11-18;2020-11-21;330;-2,79;2,21;6,3;;;;-4,47;-9,5;62,25;101,26;15,13;8,43;27,4;337,046511627907;357,939061194309;Extrapolated;357,939061194309;347,799674166163;-7;-27,9;-27,9;-17,8
47;621;11;2021;2021-11-21;2021-11-24;2021-11-27;325;-2,77;0,07;2,69;;;;-4,03;-8,5;75,14;100,75;11,83;21,42;25,9;337,046511627907;357,939061194309;Extrapolated;357,939061194309;347,799674166163;-12;-32,9;-32,9;-22,8
48;48;12;2010;2010-11-28;2010-12-01;2010-12-04;368;-1,52;1,86;4,64;;;;-1,6;-6,99;78,3;101,21;13,02;0;25,05;370,279069767442;359,096437435309;"";362,346431060623;353,767589182906;-2,3;8,9;5,7;14,2
48;100;11;2011;2011-11-27;2011-11-30;2011-12-03;345;-0,4;3,13;6,15;;;;-0,42;;77,93;101,3;12,42;0;25,24;337,046511627907;341,12659918216;"";362,346431060623;353,767589182906;8;3,9;-17,3;-8,8
48;152;11;2012;2012-11-25;2012-11-28;2012-12-01;320;-8,5;-5,26;-2,09;;;;-10,07;-11,12;69,62;101,71;11,53;0;26,68;337,046511627907;363,921666691665;"";362,346431060623;353,767589182906;-17;-43,9;-42,3;-33,8
48;204;11;2013;2013-11-24;2013-11-27;2013-11-30;333;-8,82;-5,5;-2,23;;;;-10,33;-13,61;70,39;101,62;14,88;0;22,99;337,046511627907;341,323470075854;"";362,346431060623;353,767589182906;-4;-8,3;-29,3;-20,8
48;256;11;2014;2014-11-23;2014-11-26;2014-11-29;365;-0,98;1,87;4,79;;;;-2,98;-6,86;71,14;100,85;13,74;17;22,77;337,046511627907;393,115765343312;"";362,346431060623;353,767589182906;28;-28,1;2,7;11,2
48;309;12;2015;2015-11-29;2015-12-02;2015-12-05;348;-2,08;0,68;3,17;;;;-1,75;-7,49;84,33;101,74;9,87;17,07;21,66;370,279069767442;347,095457270888;"";362,346431060623;353,767589182906;-22,3;0,9;-14,3;-5,8
48;361;11;2016;2016-11-27;2016-11-30;2016-12-03;362;0,6;2,21;4,18;;;;-0,02;-3,98;85,54;100,59;13,93;35,2;19,48;337,046511627907;360,577584225709;"";362,346431060623;353,767589182906;25;1,4;-0,3;8,2
48;413;11;2017;2017-11-26;2017-11-29;2017-12-02;379;-5,09;-0,36;3,75;;;;-4,85;-10,14;72,49;101,29;11,14;6,27;27,3;337,046511627907;378,062453092151;"";362,346431060623;353,767589182906;42;0,9;16,7;25,2
48;465;11;2018;2018-11-25;2018-11-28;2018-12-01;318;0,05;0,94;2,19;;;;-1,01;;87,21;100,34;10,64;37,97;15,89;337,046511627907;371,493471250588;"";362,346431060623;353,767589182906;-19;-53,5;-44,3;-35,8
48;517;11;2019;2019-11-24;2019-11-27;2019-11-30;366;-3,17;-0,23;2,16;;;;-3,67;-9,84;78,11;100,72;10,39;16,5;24,41;337,046511627907;367,651406038591;"";362,346431060623;353,767589182906;29;-1,7;3,7;12,2
48;569;11;2020;2020-11-22;2020-11-25;2020-11-28;370;-1,56;0,6;3,14;;;;-2,13;;82,96;101,42;10,66;42,7;19,22;337,046511627907;362,346431060623;Extrapolated;362,346431060623;353,767589182906;33;7,7;7,7;16,2
48;622;12;2021;2021-11-28;2021-12-01;2021-12-04;365;-6,21;-3;-0,31;;;;-7,94;-7,84;70;100,6;11,45;6;28,87;370,279069767442;362,346431060623;Extrapolated;362,346431060623;353,767589182906;-5,3;2,7;2,7;11,2
49;49;12;2010;2010-12-05;2010-12-08;2010-12-11;323;-9;-6,51;-4,64;;;;-9,24;-12,94;81,17;100,36;15,49;0;16,78;370,279069767442;363,13395145772;"";366,46722438886;360,231488961781;-47,3;-40,1;-43,5;-37,2
49;101;12;2011;2011-12-04;2011-12-07;2011-12-10;341;-0,35;1,99;4,38;;;;-1,51;;78,49;101,39;11,55;0;21,44;370,279069767442;344,370867093788;"";366,46722438886;360,231488961781;-29,3;-3,4;-25,5;-19,2
49;153;12;2012;2012-12-02;2012-12-05;2012-12-08;356;-1,25;2,53;6,28;;;;-0,9;-5,88;78,81;101,23;10,57;0;22,67;370,279069767442;366,715539718227;"";366,46722438886;360,231488961781;-14,3;-10,7;-10,5;-4,2
49;205;12;2013;2013-12-01;2013-12-04;2013-12-07;317;-3,09;-0,5;2,1;;;;-4,05;-7,4;78,57;101,21;11,51;0;17,32;370,279069767442;344,980164635156;"";366,46722438886;360,231488961781;-53,3;-28;-49,5;-43,2
49;257;12;2014;2014-11-30;2014-12-03;2014-12-06;356;-8,27;-3,24;0,48;;;;-7,82;-12,28;72,13;101,84;12,12;9,6;21,24;370,279069767442;400,186691450657;"";366,46722438886;360,231488961781;-14,3;-44,2;-10,5;-4,2
49;310;12;2015;2015-12-06;2015-12-09;2015-12-12;407;2,45;5,05;7,65;;;;1,67;;79,54;101,17;10,73;2,67;22,35;370,279069767442;350,704856631942;"";366,46722438886;360,231488961781;36,7;56,3;40,5;46,8
49;362;12;2016;2016-12-04;2016-12-07;2016-12-10;318;-4,62;-2,25;-0,32;;;;-6,02;-9,41;76,32;101,17;11,1;9,1;21,81;370,279069767442;365,917712467894;"";366,46722438886;360,231488961781;-52,3;-47,9;-48,5;-42,2
49;414;12;2017;2017-12-03;2017-12-06;2017-12-09;368;-0,61;1,47;3,71;;;;-3,06;;72,69;100,92;15,15;9,13;24,72;370,279069767442;382,590139442349;"";366,46722438886;360,231488961781;-2,3;-14,6;1,5;7,8
